CPU,RAM,RAM_Type,GPU,Storage,Screen,Price,Brand
Intel Core i9-13900H,32GB,DDR5,RTX 4090,1TB,1080p,2470,MSI
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3060,256GB,1080p,950,Lenovo
Intel Core i7-11800H,32GB,DDR4,GTX 1650,512GB,1440p,1030,Lenovo
AMD Ryzen 5 5500U,16GB,DDR4,RTX 2060,256GB,720p,690,Lenovo
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1650,128GB,1080p,640,HP
Intel Core i3-1005G1,16GB,DDR4,RTX 3060,512GB,720p,730,Gigabyte
AMD Ryzen 3 3250U,8GB,DDR4,RTX 3050,256GB,1080p,590,Acer
AMD Ryzen 5 5500U,16GB,DDR4,Integrated,512GB,1080p,580,Lenovo
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1050Ti,512GB,720p,490,Acer
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3050Ti,512GB,1080p,1080,MSI
Intel Core i5-12500H,32GB,DDR4,RTX 2070,512GB,1440p,1270,Gigabyte
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1650,256GB,720p,480,Acer
AMD Ryzen 3 3250U,32GB,DDR4,RTX 2070,256GB,1080p,960,Lenovo
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3070,1TB,1440p,1630,MSI
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3070,512GB,1080p,1450,MSI
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 3050,1TB,1440p,1850,Lenovo
Intel Core i3-1115G4,4GB,DDR4,GTX 1650,512GB,1080p,630,Dell
Intel Core i5-10300H,8GB,DDR4,RTX 2070,512GB,1080p,880,Gigabyte
Intel Core i9-11900H,64GB,DDR4,RTX 2060,512GB,4K,2010,Lenovo
Intel Core i7-11800H,8GB,DDR4,GTX 1660,256GB,1080p,910,ASUS
Intel Core i3-1005G1,16GB,DDR4,RTX 3050Ti,512GB,1080p,840,Lenovo
Intel Core i9-11900H,32GB,DDR4,RTX 3070,2TB,1440p,1830,ASUS
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 3060,2TB,1080p,1190,Dell
Intel Core i9-12900H,32GB,DDR4,RTX 3070,1TB,1440p,1950,ASUS
AMD Ryzen 7 5800H,16GB,DDR4,RTX 4050,512GB,1080p,1210,MSI
Intel Core i7-11800H,16GB,DDR4,RTX 3050Ti,1TB,1080p,1040,Dell
AMD Ryzen 3 3250U,8GB,DDR4,RTX 3050,1TB,1080p,600,Acer
Intel Core i7-11800H,16GB,DDR4,RTX 3050,512GB,1440p,1180,Gigabyte
AMD Ryzen 5 5600H,16GB,DDR4,RTX 3050,512GB,1080p,800,Acer
Intel Core i9-12900H,16GB,DDR4,RTX 3050Ti,512GB,4K,1760,ASUS
AMD Ryzen 3 5300U,16GB,DDR4,RTX 3060,512GB,720p,680,Lenovo
AMD Ryzen 7 7730U,32GB,DDR5,RTX 4070,1TB,1440p,2240,MSI
AMD Ryzen 5 5600H,16GB,DDR4,RTX 2070,512GB,1440p,1250,Gigabyte
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 2060,512GB,4K,1880,ASUS
AMD Ryzen 5 5500U,16GB,DDR4,RTX 3060,1TB,1080p,1000,Lenovo
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 3050Ti,1TB,1080p,1030,Dell
AMD Ryzen 3 5300U,4GB,DDR4,GTX 1650,128GB,1080p,520,Lenovo
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 3050Ti,1TB,4K,2000,Gigabyte
AMD Ryzen 7 5800H,64GB,DDR4,RTX 4070,2TB,1440p,2410,ASUS
Intel Core i7-12700H,16GB,DDR4,RTX 3050,256GB,1440p,990,Dell
Intel Core i5-12500H,16GB,DDR4,RTX 2060,512GB,1080p,760,HP
Intel Core i9-11900H,16GB,DDR4,RTX 3050,512GB,1440p,1320,MSI
Intel Core i3-1005G1,16GB,DDR4,GTX 1660,256GB,1080p,630,Lenovo
Intel Core i5-12500H,8GB,DDR5,Integrated,512GB,1440p,850,Lenovo
AMD Ryzen 9 5900HX,64GB,DDR5,RTX 3060,2TB,4K,2630,Gigabyte
Intel Core i9-12900H,64GB,DDR4,RTX 4090,2TB,1080p,2380,MSI
Intel Core i3-1005G1,8GB,DDR3,GTX 1050Ti,512GB,1080p,460,Acer
AMD Ryzen 5 5500U,8GB,DDR4,RTX 4050,256GB,1080p,1000,MSI
Intel Core i5-11400H,8GB,DDR4,RTX 2060,1TB,720p,590,HP
Intel Core i5-12500H,8GB,DDR4,RTX 3050Ti,512GB,1080p,870,Lenovo
AMD Ryzen 7 5800H,64GB,DDR5,RTX 3060,512GB,1080p,1840,ASUS
AMD Ryzen 9 7940HS,64GB,DDR5,RTX 3060,512GB,4K,2460,Dell
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 3050,2TB,4K,1560,ASUS
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3080,512GB,4K,2040,MSI
Intel Core i3-1005G1,8GB,DDR4,RTX 2060,512GB,1080p,650,Acer
AMD Ryzen 5 5500U,8GB,DDR4,Integrated,128GB,720p,480,Dell
AMD Ryzen 3 5300U,4GB,DDR4,Integrated,256GB,1080p,430,HP
Intel Core i5-10300H,16GB,DDR4,GTX 1050Ti,128GB,1080p,690,Lenovo
AMD Ryzen 3 5300U,8GB,DDR4,GTX 1660,128GB,1080p,650,HP
Intel Core i7-11800H,32GB,DDR3,RTX 4070,512GB,1440p,1360,ASUS
Intel Core i3-1115G4,16GB,DDR4,RTX 2060,512GB,720p,680,HP
Intel Core i5-12500H,8GB,DDR4,Integrated,256GB,1080p,510,Dell
Intel Core i9-13900H,64GB,DDR5,RTX 4070,1TB,1080p,2390,MSI
Intel Core i5-12500H,16GB,DDR4,GTX 1050Ti,512GB,1080p,710,HP
AMD Ryzen 3 3250U,32GB,DDR4,RTX 3050Ti,512GB,720p,800,Lenovo
AMD Ryzen 7 7730U,64GB,DDR5,RTX 3050,512GB,1080p,1860,MSI
AMD Ryzen 7 7730U,16GB,DDR5,RTX 4060,512GB,1080p,1290,Gigabyte
Intel Core i5-12500H,32GB,DDR4,Integrated,512GB,1080p,710,HP
Intel Core i3-1005G1,8GB,DDR4,RTX 4050,256GB,1080p,860,ASUS
AMD Ryzen 3 5300U,4GB,DDR4,Integrated,256GB,1080p,490,Lenovo
Intel Core i5-10300H,16GB,DDR4,GTX 1660,256GB,1080p,620,Acer
Intel Core i7-11800H,16GB,DDR3,RTX 3080,512GB,1440p,1270,ASUS
Intel Core i7-12700H,32GB,DDR5,RTX 3050,256GB,1080p,1340,Gigabyte
Intel Core i3-1005G1,16GB,DDR4,GTX 1660,512GB,1080p,690,HP
Intel Core i9-13900H,16GB,DDR4,RTX 3080,512GB,1440p,1990,Alienware
Intel Core i9-12900H,16GB,DDR5,RTX 4060,512GB,4K,2140,MSI
AMD Ryzen 7 5800H,64GB,DDR4,GTX 1660Ti,256GB,1440p,1580,Dell
Intel Core i9-13900H,32GB,DDR5,RTX 3070,1TB,1080p,1480,Lenovo
Intel Core i5-10300H,16GB,DDR3,Integrated,512GB,1080p,540,HP
Intel Core i7-11800H,16GB,DDR4,RTX 3060,512GB,1080p,1070,Lenovo
Intel Core i7-12700H,16GB,DDR4,RTX 3060,512GB,1440p,1330,MSI
Intel Core i3-1115G4,32GB,DDR4,RTX 3050Ti,512GB,1080p,1120,MSI
Intel Core i9-11900H,64GB,DDR4,RTX 3050,2TB,4K,2470,MSI
Intel Core i3-1005G1,8GB,DDR4,GTX 1660Ti,256GB,1080p,620,HP
AMD Ryzen 7 5800H,64GB,DDR5,RTX 3060,1TB,1440p,2270,ASUS
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3080,2TB,1440p,1850,MSI
Intel Core i7-11800H,32GB,DDR4,GTX 1050Ti,512GB,1080p,930,Dell
AMD Ryzen 5 5500U,8GB,DDR4,RTX 3060,512GB,1080p,990,MSI
Intel Core i3-1005G1,8GB,DDR4,Integrated,256GB,1080p,480,HP
Intel Core i3-1115G4,16GB,DDR4,RTX 3050Ti,512GB,1080p,810,Gigabyte
Intel Core i3-1005G1,16GB,DDR4,RTX 2060,512GB,1080p,720,Lenovo
AMD Ryzen 3 5300U,16GB,DDR4,RTX 2070,256GB,1080p,810,Dell
Intel Core i7-13620H,16GB,DDR5,GTX 1660Ti,256GB,1080p,1130,Gigabyte
AMD Ryzen 7 5800H,16GB,DDR5,RTX 4050,512GB,1080p,1350,MSI
Intel Core i9-13900H,16GB,DDR4,RTX 4080,1TB,1440p,2030,MSI
Intel Core i5-12500H,16GB,DDR5,GTX 1650,512GB,1080p,890,Dell
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4090,512GB,1440p,3080,Razer
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1660Ti,1TB,1080p,830,Dell
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1660Ti,512GB,720p,670,Dell
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 4070,1TB,1080p,2010,Razer
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1660,512GB,1080p,660,HP
Intel Core i3-1005G1,8GB,DDR4,GTX 1660Ti,512GB,720p,530,HP
Intel Core i9-12900H,16GB,DDR4,RTX 3050,1TB,1080p,1210,ASUS
Intel Core i5-12500H,16GB,DDR4,RTX 2070,1TB,1080p,980,ASUS
AMD Ryzen 7 5800H,64GB,DDR4,RTX 4060,256GB,1440p,1910,MSI
Intel Core i9-13900H,32GB,DDR5,RTX 2060,1TB,1080p,1470,ASUS
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1660Ti,1TB,1080p,880,Dell
AMD Ryzen 3 3250U,8GB,DDR4,RTX 2070,512GB,1080p,810,Gigabyte
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1660Ti,1TB,1080p,790,Acer
Intel Core i5-11400H,8GB,DDR3,RTX 2070,512GB,1080p,800,ASUS
AMD Ryzen 3 5300U,16GB,DDR4,RTX 4050,256GB,720p,860,MSI
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1660Ti,512GB,1080p,810,Dell
Intel Core i7-12700H,32GB,DDR5,RTX 3060,512GB,1080p,1370,ASUS
Intel Core i3-1005G1,32GB,DDR4,RTX 4050,512GB,720p,1000,ASUS
Intel Core i7-13620H,32GB,DDR5,RTX 2060,256GB,1080p,1310,Lenovo
Intel Core i3-1115G4,16GB,DDR4,RTX 3050Ti,512GB,720p,720,Gigabyte
Intel Core i9-11900H,32GB,DDR4,RTX 4060,2TB,1080p,1440,Gigabyte
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 4090,512GB,1080p,2190,MSI
Intel Core i5-10300H,8GB,DDR4,GTX 1050Ti,256GB,1080p,540,Acer
Intel Core i3-1115G4,32GB,DDR4,RTX 2060,256GB,1080p,840,HP
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 2060,1TB,1080p,1420,MSI
Intel Core i7-13620H,32GB,DDR5,RTX 4060,256GB,1440p,2080,MSI
Intel Core i3-1115G4,8GB,DDR3,RTX 3050Ti,1TB,1080p,700,ASUS
Intel Core i7-11800H,8GB,DDR4,RTX 2060,1TB,1440p,1040,Lenovo
Intel Core i9-13900H,32GB,DDR4,RTX 4070,512GB,1440p,1800,ASUS
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 2060,2TB,1440p,1650,MSI
Intel Core i3-1005G1,16GB,DDR4,GTX 1660Ti,512GB,1080p,680,Acer
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 3070,2TB,1080p,1420,MSI
AMD Ryzen 7 7730U,16GB,DDR5,RTX 2060,256GB,1080p,1210,MSI
AMD Ryzen 7 7730U,32GB,DDR5,GTX 1650,512GB,1440p,1220,Lenovo
Intel Core i3-1005G1,4GB,DDR4,Integrated,256GB,1080p,450,HP
Intel Core i9-11900H,32GB,DDR4,RTX 4060,2TB,1440p,1720,Dell
Intel Core i7-12700H,32GB,DDR5,RTX 4050,1TB,1080p,1460,ASUS
Intel Core i5-11400H,16GB,DDR4,GTX 1050Ti,256GB,1080p,640,HP
AMD Ryzen 3 3250U,32GB,DDR4,RTX 3050,1TB,1080p,850,HP
Intel Core i5-11400H,8GB,DDR4,RTX 3050Ti,512GB,1080p,880,MSI
Intel Core i5-10300H,16GB,DDR4,RTX 3050Ti,1TB,720p,800,ASUS
Intel Core i3-1005G1,8GB,DDR4,Integrated,128GB,720p,400,Acer
AMD Ryzen 7 5800H,16GB,DDR4,GTX 1050Ti,512GB,1080p,1000,MSI
Intel Core i5-11400H,16GB,DDR4,RTX 2060,512GB,720p,670,Dell
Intel Core i7-11800H,32GB,DDR3,RTX 4060,512GB,1080p,1040,Lenovo
Intel Core i9-13900H,32GB,DDR5,RTX 3060,1TB,1440p,1960,MSI
AMD Ryzen 3 5300U,16GB,DDR4,RTX 3050,256GB,1080p,650,HP
Intel Core i9-13900H,16GB,DDR5,RTX 3080,512GB,1080p,1770,Razer
Intel Core i5-12500H,16GB,DDR4,GTX 1050Ti,512GB,1440p,870,HP
AMD Ryzen 5 5600H,32GB,DDR4,RTX 2060,1TB,1440p,1000,Acer
Intel Core i7-12700H,32GB,DDR5,RTX 3050Ti,1TB,1440p,1690,MSI
AMD Ryzen 5 5500U,4GB,DDR4,GTX 1650,512GB,1080p,680,Lenovo
Intel Core i3-1005G1,32GB,DDR4,RTX 2070,512GB,1080p,1040,MSI
Intel Core i7-11800H,16GB,DDR4,GTX 1660Ti,256GB,1080p,900,Dell
AMD Ryzen 3 5300U,16GB,DDR4,RTX 3050,1TB,1080p,760,Dell
AMD Ryzen 7 7730U,32GB,DDR5,RTX 4070,2TB,1440p,2140,Gigabyte
Intel Core i5-12500H,16GB,DDR4,RTX 4050,256GB,1440p,1170,Dell
Intel Core i5-12500H,16GB,DDR5,RTX 4050,256GB,1080p,1030,Lenovo
Intel Core i5-11400H,8GB,DDR4,Integrated,512GB,1080p,560,Acer
Intel Core i5-12500H,16GB,DDR4,Integrated,256GB,1080p,540,HP
Intel Core i3-1115G4,8GB,DDR4,RTX 3060,512GB,1080p,870,Lenovo
Intel Core i5-10300H,32GB,DDR4,RTX 3050Ti,256GB,1080p,1020,Lenovo
AMD Ryzen 5 5500U,8GB,DDR4,GTX 1050Ti,256GB,1080p,560,HP
Intel Core i5-11400H,8GB,DDR3,RTX 3050,512GB,1080p,650,HP
Intel Core i9-12900H,32GB,DDR4,RTX 2070,512GB,4K,1550,Dell
Intel Core i5-10300H,8GB,DDR4,Integrated,512GB,1080p,600,Dell
AMD Ryzen 3 5300U,8GB,DDR4,GTX 1650,512GB,720p,520,Lenovo
Intel Core i7-12700H,16GB,DDR5,RTX 4070,1TB,1440p,1890,Gigabyte
Intel Core i5-10300H,16GB,DDR4,RTX 3060,512GB,1080p,960,Lenovo
Intel Core i9-11900H,32GB,DDR4,RTX 4080,1TB,4K,3220,Alienware
Intel Core i3-1005G1,32GB,DDR4,RTX 3050Ti,512GB,720p,980,MSI
Intel Core i7-11800H,64GB,DDR4,RTX 3070,1TB,1080p,1510,Lenovo
Intel Core i3-1115G4,32GB,DDR4,RTX 4050,256GB,1080p,1120,MSI
Intel Core i3-1005G1,32GB,DDR4,RTX 3060,512GB,1080p,1060,Dell
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1650,256GB,1080p,780,Lenovo
AMD Ryzen 3 5300U,32GB,DDR4,RTX 4050,512GB,1080p,930,Dell
AMD Ryzen 3 3250U,8GB,DDR3,RTX 3050Ti,256GB,1080p,580,Dell
Intel Core i9-13900H,32GB,DDR5,RTX 3060,1TB,4K,2380,MSI
Intel Core i7-12700H,16GB,DDR4,GTX 1660Ti,256GB,1080p,940,MSI
Intel Core i9-12900H,32GB,DDR4,RTX 4080,512GB,4K,2680,ASUS
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3050Ti,256GB,1080p,1040,MSI
Intel Core i3-1115G4,16GB,DDR4,RTX 3050Ti,256GB,1080p,850,Lenovo
AMD Ryzen 3 5300U,4GB,DDR4,GTX 1660,256GB,720p,540,Dell
Intel Core i9-12900H,32GB,DDR5,RTX 4050,512GB,4K,2060,Gigabyte
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 3080,1TB,4K,2140,ASUS
Intel Core i5-11400H,16GB,DDR4,RTX 2060,512GB,1080p,830,HP
Intel Core i7-12700H,16GB,DDR4,GTX 1050Ti,512GB,1080p,820,ASUS
AMD Ryzen 5 5600H,16GB,DDR3,RTX 2070,1TB,1080p,800,Dell
Intel Core i7-13620H,16GB,DDR5,RTX 2060,1TB,1080p,1180,Lenovo
AMD Ryzen 3 5300U,8GB,DDR4,RTX 3050Ti,256GB,720p,570,Lenovo
Intel Core i5-11400H,32GB,DDR4,RTX 2070,512GB,1080p,1170,ASUS
Intel Core i3-1115G4,8GB,DDR4,RTX 2060,1TB,1080p,660,HP
Intel Core i9-11900H,16GB,DDR4,RTX 2070,1TB,1440p,1440,Gigabyte
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 2060,1TB,1440p,1170,Dell
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 4080,2TB,1440p,2730,Razer
Intel Core i9-12900H,16GB,DDR5,RTX 3050Ti,2TB,1440p,1940,MSI
Intel Core i3-1115G4,16GB,DDR3,RTX 3050,256GB,720p,500,Lenovo
Intel Core i9-13900H,16GB,DDR5,RTX 2070,512GB,1440p,1660,ASUS
Intel Core i9-12900H,16GB,DDR5,RTX 4080,1TB,4K,2580,ASUS
Intel Core i3-1005G1,16GB,DDR4,RTX 3050,512GB,720p,590,Dell
AMD Ryzen 3 3250U,8GB,DDR3,GTX 1660,512GB,720p,440,Lenovo
Intel Core i9-13900H,64GB,DDR5,RTX 3050Ti,1TB,1440p,2150,MSI
AMD Ryzen 3 3250U,32GB,DDR4,RTX 3050,256GB,1080p,730,HP
Intel Core i5-12500H,16GB,DDR4,GTX 1660,256GB,1080p,690,HP
Intel Core i5-12500H,32GB,DDR5,GTX 1660Ti,512GB,1440p,1180,Dell
AMD Ryzen 7 5800H,16GB,DDR5,RTX 2070,512GB,1440p,1370,Dell
AMD Ryzen 9 5900HX,64GB,DDR5,RTX 3050,1TB,4K,2460,Dell
Intel Core i7-13620H,32GB,DDR5,GTX 1650,256GB,1440p,1220,Lenovo
Intel Core i5-10300H,32GB,DDR4,RTX 3050,512GB,1080p,820,HP
Intel Core i5-11400H,32GB,DDR4,RTX 2060,1TB,1080p,870,HP
AMD Ryzen 5 5600H,16GB,DDR4,RTX 2070,512GB,1080p,900,ASUS
AMD Ryzen 3 5300U,16GB,DDR4,RTX 3050Ti,512GB,1080p,960,ASUS
AMD Ryzen 7 7730U,64GB,DDR5,GTX 1050Ti,512GB,1080p,1430,MSI
AMD Ryzen 5 5500U,8GB,DDR3,RTX 3060,256GB,1080p,720,ASUS
Intel Core i9-11900H,16GB,DDR4,RTX 2070,1TB,1440p,1350,Dell
AMD Ryzen 5 5500U,8GB,DDR3,Integrated,128GB,1080p,480,Lenovo
Intel Core i5-11400H,8GB,DDR3,Integrated,128GB,1080p,430,Acer
Intel Core i9-12900H,32GB,DDR4,RTX 2070,512GB,1440p,1470,Lenovo
AMD Ryzen 5 5500U,8GB,DDR4,GTX 1660Ti,512GB,720p,680,Lenovo
Intel Core i7-12700H,64GB,DDR5,RTX 2060,1TB,1080p,1750,ASUS
AMD Ryzen 3 5300U,16GB,DDR3,GTX 1660Ti,512GB,1080p,700,Dell
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1660,256GB,1080p,650,Dell
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 3080,1TB,1440p,2010,MSI
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 2060,1TB,1080p,1290,Dell
Intel Core i3-1005G1,16GB,DDR4,GTX 1650,256GB,1080p,670,Lenovo
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 3050Ti,1TB,1440p,1380,Lenovo
Intel Core i3-1005G1,16GB,DDR4,GTX 1660,256GB,1080p,660,Lenovo
AMD Ryzen 5 5500U,4GB,DDR4,GTX 1050Ti,128GB,1080p,610,Dell
Intel Core i3-1005G1,8GB,DDR4,Integrated,256GB,1080p,470,Dell
AMD Ryzen 9 7940HS,32GB,DDR4,RTX 3070,2TB,4K,2140,Dell
AMD Ryzen 5 5600H,32GB,DDR4,GTX 1650,512GB,1080p,840,HP
Intel Core i3-1115G4,32GB,DDR4,RTX 3050Ti,512GB,1080p,1120,MSI
Intel Core i7-11800H,16GB,DDR4,GTX 1660,256GB,1080p,890,ASUS
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3080,512GB,1440p,1580,Gigabyte
Intel Core i9-12900H,16GB,DDR4,RTX 3060,1TB,1440p,1700,MSI
Intel Core i5-12500H,16GB,DDR5,GTX 1660,256GB,1440p,1060,Lenovo
Intel Core i7-11800H,8GB,DDR4,RTX 3060,1TB,1080p,940,Dell
AMD Ryzen 7 5800H,16GB,DDR5,RTX 3050,512GB,1080p,1150,Gigabyte
Intel Core i3-1005G1,8GB,DDR3,RTX 3060,1TB,1080p,650,Lenovo
Intel Core i5-10300H,32GB,DDR4,RTX 3050,256GB,720p,780,Lenovo
Intel Core i7-12700H,16GB,DDR4,RTX 4070,512GB,4K,1940,Gigabyte
Intel Core i5-12500H,16GB,DDR4,GTX 1050Ti,512GB,1080p,720,HP
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4080,1TB,4K,3130,Alienware
Intel Core i5-12500H,16GB,DDR5,GTX 1050Ti,512GB,1440p,1010,Lenovo
Intel Core i5-11400H,8GB,DDR4,GTX 1660,256GB,1080p,710,Dell
Intel Core i3-1005G1,16GB,DDR3,GTX 1650,512GB,1080p,540,Dell
Intel Core i7-13620H,32GB,DDR4,RTX 4060,512GB,1080p,1480,ASUS
Intel Core i3-1005G1,32GB,DDR3,GTX 1660Ti,1TB,1080p,740,Lenovo
AMD Ryzen 7 5800H,64GB,DDR5,RTX 3050Ti,1TB,1080p,1460,Dell
Intel Core i5-10300H,16GB,DDR4,Integrated,256GB,1080p,570,HP
Intel Core i7-13620H,16GB,DDR4,RTX 4070,512GB,1080p,1260,ASUS
Intel Core i3-1115G4,8GB,DDR4,Integrated,256GB,1080p,460,HP
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1660Ti,512GB,1080p,750,HP
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 2070,1TB,4K,1900,ASUS
AMD Ryzen 7 5800H,16GB,DDR4,GTX 1660,512GB,1080p,930,Gigabyte
Intel Core i7-11800H,32GB,DDR4,GTX 1650,512GB,1080p,980,ASUS
AMD Ryzen 5 5500U,8GB,DDR4,RTX 3060,512GB,1080p,960,Gigabyte
Intel Core i7-13620H,32GB,DDR5,GTX 1660,256GB,1080p,1270,ASUS
AMD Ryzen 5 5500U,16GB,DDR3,GTX 1660Ti,512GB,1080p,680,HP
Intel Core i5-12500H,16GB,DDR5,RTX 3050Ti,512GB,1440p,1500,MSI
Intel Core i9-12900H,32GB,DDR4,RTX 4090,512GB,4K,2550,MSI
Intel Core i9-12900H,32GB,DDR5,RTX 4050,1TB,1080p,1380,Lenovo
AMD Ryzen 7 7730U,16GB,DDR5,GTX 1660Ti,256GB,1080p,900,Dell
Intel Core i7-12700H,16GB,DDR4,RTX 3060,512GB,1080p,970,Dell
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3050Ti,512GB,1080p,860,ASUS
Intel Core i5-10300H,8GB,DDR3,RTX 3060,512GB,1080p,770,MSI
Intel Core i9-13900H,16GB,DDR5,RTX 3060,1TB,4K,2030,Dell
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 4090,2TB,4K,3390,ASUS
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 3060,1TB,4K,1910,MSI
AMD Ryzen 7 7730U,16GB,DDR4,RTX 3050,512GB,1080p,920,Lenovo
Intel Core i5-11400H,8GB,DDR4,RTX 3050,512GB,1080p,680,Acer
Intel Core i5-10300H,16GB,DDR3,GTX 1660Ti,256GB,1080p,640,Dell
Intel Core i9-13900H,32GB,DDR5,RTX 2060,1TB,1440p,1660,Lenovo
AMD Ryzen 7 7730U,16GB,DDR5,GTX 1050Ti,512GB,1080p,1000,ASUS
Intel Core i9-12900H,32GB,DDR5,RTX 3060,1TB,1440p,1770,ASUS
Intel Core i9-13900H,64GB,DDR5,RTX 3070,1TB,4K,2970,ASUS
Intel Core i5-11400H,8GB,DDR4,RTX 2060,512GB,1080p,700,Acer
Intel Core i3-1005G1,16GB,DDR4,RTX 3050,512GB,720p,560,Acer
Intel Core i7-11800H,16GB,DDR4,RTX 4050,512GB,1440p,1380,Gigabyte
AMD Ryzen 5 5500U,32GB,DDR3,RTX 2060,512GB,720p,710,Dell
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 3050Ti,1TB,4K,2390,MSI
Intel Core i3-1005G1,8GB,DDR4,GTX 1660Ti,512GB,1080p,650,HP
Intel Core i3-1115G4,8GB,DDR4,GTX 1050Ti,512GB,1080p,550,Acer
AMD Ryzen 3 3250U,8GB,DDR4,Integrated,512GB,720p,400,Acer
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 2070,512GB,1440p,1320,Lenovo
AMD Ryzen 7 5800H,64GB,DDR4,RTX 3060,512GB,1440p,2030,MSI
AMD Ryzen 3 3250U,32GB,DDR4,GTX 1660Ti,512GB,1080p,920,Dell
AMD Ryzen 3 5300U,8GB,DDR3,RTX 2070,256GB,1080p,640,Dell
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1660,512GB,1080p,760,Acer
AMD Ryzen 3 3250U,8GB,DDR3,RTX 2060,256GB,720p,480,Lenovo
Intel Core i5-10300H,16GB,DDR4,GTX 1660Ti,256GB,720p,600,Acer
Intel Core i5-11400H,32GB,DDR4,RTX 4050,256GB,720p,1000,MSI
AMD Ryzen 9 5900HX,64GB,DDR5,RTX 2060,2TB,4K,2620,Gigabyte
AMD Ryzen 5 5600H,32GB,DDR4,RTX 3050Ti,512GB,1080p,1060,Gigabyte
AMD Ryzen 7 5800H,16GB,DDR4,RTX 2060,256GB,1080p,960,ASUS
Intel Core i7-13620H,32GB,DDR5,RTX 2060,512GB,1080p,1450,Gigabyte
AMD Ryzen 7 5800H,16GB,DDR5,RTX 2060,512GB,1080p,1100,Lenovo
Intel Core i5-12500H,16GB,DDR5,RTX 4050,256GB,1080p,1060,Dell
AMD Ryzen 3 5300U,32GB,DDR4,RTX 3050,512GB,720p,680,Acer
Intel Core i7-12700H,32GB,DDR4,GTX 1650,1TB,1080p,930,Dell
AMD Ryzen 5 5500U,4GB,DDR4,GTX 1650,256GB,1080p,570,Dell
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 3060,1TB,4K,2110,ASUS
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3060,256GB,1080p,910,MSI
Intel Core i9-13900H,32GB,DDR5,RTX 4080,512GB,4K,3140,Alienware
AMD Ryzen 3 3250U,8GB,DDR4,RTX 3050Ti,256GB,1080p,860,MSI
Intel Core i7-13620H,16GB,DDR5,RTX 4060,512GB,1080p,1520,ASUS
AMD Ryzen 5 5600H,32GB,DDR4,RTX 3060,1TB,1080p,1230,ASUS
Intel Core i7-12700H,32GB,DDR5,RTX 3060,1TB,1080p,1640,ASUS
Intel Core i3-1115G4,16GB,DDR4,RTX 3060,256GB,1080p,850,Lenovo
AMD Ryzen 7 7730U,16GB,DDR5,GTX 1660,512GB,1080p,1050,Gigabyte
Intel Core i9-13900H,32GB,DDR4,RTX 4080,1TB,1440p,2380,Alienware
AMD Ryzen 7 5800H,32GB,DDR4,RTX 2060,512GB,1080p,1120,ASUS
Intel Core i9-12900H,32GB,DDR4,RTX 2070,1TB,4K,1710,Gigabyte
